1
31241 
17.225  0.725  6.65  0.1  8.575  0.8  17.325  0.375  
18.65  0.3  12.575  0.5  10.95  0.35  11  0.275  
11.825  0.375  10.45  0.35  12.4  0.45  19.125  0.55  
7.975  0.9  10.025  0.9  2.675  0.725  7.675  0.625  
16.275  0  3.7  0.05  9.025  0.075  0.425  0.75  
8.975  0.325  5.95  0.275  12.1  0.15  3.75  0.825  
3.275  0.35  2.775  0.775  13.95  0.675  4.7  0.775  
7.325  0.325  10.675  0.975  4.05  0.775  0.35  0.85  
9.425  1  16.85  0.175  13.35  0.625  6.975  0.375  
12.6  0.05  11.225  0.8  10.075  0.25  18.175  0.025  
2.675  0.15  6.95  0.525  13.25  0.925  2.65  0.725  
18.1  0.025  3.75  0.55  19.275  0.05  18.575  0.075  
19.825  0.375  19.925  0.725  4.8  0.95  18.4  0.025  
12.125  0.225  14.15  1  15.85  0.775  3.55  0.925  
12.825  1  19.45  1  3.95  0.525  10.45  0.8  
9.475  0.85  15.4  0.05  9.425  0.725  3.5  0.35  
12.925  0.95  19.15  0.425  19.025  0.975  0.4  0.725  
13.675  0.425  12.275  0.875  0.55  0.575  17.6  0.45  
14.375  0.475  17.425  0.025  19.425  1  11.275  0.525  
6.3  0.325  13  0.25  19.4  1  2.075  0.55  
4.725  0.675  6.125  0.625  16.1  0.75  2.825  0.375  
3.775  0.2  13.85  0.35  12.6  0.775  4.375  0  
3.9  0.825  17.35  0.175  9.75  0.075  7.075  0.025  
19.375  1  18.125  0.45  3.075  0.45  4.55  0.075  
16.575  0.95  7.5  0.5  10.1  0.25  11.175  0.525  
4.5  0.275  12.375  0.775  8.275  0.025  12.075  0.375  
16.85  0  12.625  0.7  19.35  1  16.3  0.825  
12.95  0.25  13.125  0.15  6.125  0.25  18.725  0.025  
6.425  0.55  3.125  0.75  5.75  0.375  17.025  0.2  
12.875  0.275  13.725  0.225  9.1  0  13.7  0.35  
11.775  0.725  17  0.2  1.4  0.7  13.075  0.275  
11.025  0.725  17.675  0.075  15.4  0.825  14.725  0.975  
6.05  0.625  14.9  0.1  15.45  0.075  15.85  0.35  
6.225  0.05  8.625  0.4  5.475  0.85  6.35  0.25  
13.1  0.95  12.075  0.25  11.925  0.2  9.325  0.375  
10.25  1  8.525  0.325  19.325  1  7.925  0.1  
10  0.425  7.7  0.325  19.175  0.325  10.4  0.4  
15.375  0.625  15.4  0.4  13.875  0.6  16.625  0.3  
9.6  0.475  17.975  0.95  0.1  0.525  6.9  0.15  
3.8  0.6  11.7  0.375  10.25  0.225  19.3  1  
19.225  0.9  8.05  0.125  2.4  0.55  1.225  0.8  
19.425  0.95  19.325  0.925  11.925  0.75  6  0.85  
4.8  0.5  16.1  0.8  8  1  17.1  0.9  
17.525  0.425  14.55  0.275  13.025  0.1  2.65  0.525  
13.35  0.425  14.75  0.025  2.4  0.4  8.1  0.2  
17.8  0.675  11.75  0.775  16.725  0.225  10.925  0.025  
8.15  0.5  10.225  0.7  19.275  1  13.525  0.45  
0.7  0.575  3.05  0  17.55  0.125  17.15  0.45  
14.075  0.325  7.725  0.4  10.9  0.675  15.125  0.7  
15.45  0.2  9.35  0.8  17.175  0.375  18.2  0.075  
8.575  0.35  17.75  0.45  2.075  0.725  15.725  0.3  
15.25  0.45  1.625  0.7  17.05  0.675  17.125  0.025  
18.075  0.05  17.4  0.275  16.475  0.675  19.175  0.375  
11.225  0.55  9.35  0.25  19.55  0.4  15.65  0.6  
10  0.5  2.875  0.25  14.475  0.025  6.775  0.5  
12.9  0.4  15.025  0.125  6.025  0.325  14.35  0.975  
9.25  0.95  4.775  0.8  11.85  1  0.825  0.6  
19.7  0.425  4.95  0.475  8.6  0.6  6.05  0  
4.3  0.5  8.85  0  17.75  0.1  7.55  0.85  
16.6  0.425  3.7  0.425  2.425  0.4  16.875  0.75  
15.4  1  14.425  0  18.8  0.475  8.475  0.625  
15.45  0.45  18.775  0.5  7  0  19.25  1  
7.2  0.225  2.5  0.125  1.3  0.6  2.05  0.525  
1.325  0.85  4.5  0.5  4.25  0.2  9.875  0.575  
8.2  0.85  4.825  0.425  8.375  0.025  3.775  0.325  
9.65  0.4  5.275  0.55  19.075  0.7  18.6  0.3  
18  0.05  13.125  0.875  5.425  0.8  10.05  0.775  
19.225  1  15.9  0  10.875  0.05  3.575  0.575  
10.45  0  11.9  0.725  9.25  0.675  16.45  0.75  
10.725  0.2  19.2  1  11.925  0  15.575  0.4  
3.05  0.05  4.35  0.85  19.325  0.95  12.325  0.5  
11.95  0.5  16.4  0.55  7.325  0.925  12.875  0.975  
19.175  1  4.35  0.775  9.575  0.575  14.725  0.225  
19.425  0.5  18.625  0.975  12.275  0.325  2.525  0.475  
19.65  0.275  16.65  0.975  12.975  0.675  4  0.8  
13.675  0.45  19.2  0.675  10.45  0.825  13.35  0.3  
9.1  0.125  19.35  0.95  12.8  0.05  10.15  0.775  
10.4  0.05  4.625  0.575  3.225  0.45  18.675  0.05  
12.575  0.6  19.15  1  5.15  0.525  3.55  0.675  
14.825  0.45  2.25  0.75  19.125  0.775  10.075  0.325  
18  0  6.8  0.675  17.95  0.675  9.65  0.65  
13.45  0.8  13.275  0.6  12.775  0.75  8.05  0.15  
16.425  0.1  14.425  0.4  16.925  0.65  5.475  0.925  
8.425  0.3  15.975  0.8  10.525  0.45  18.75  0.85  
4.3  0.525  1.6  0.675  15.875  0.6  13.975  0.4  
8.55  0.35  6.775  0.9  17.45  0.525  11.35  0.3  
3.45  0.35  3.275  0.7  16.35  0.225  16.125  0.775  
8.6  0.075  5.475  1  7.35  0.75  17.875  0.05  
17.075  0.8  10.35  0  0.35  0.875  19.425  0.825  
13.625  0.375  3.475  0.925  2.6  0.775  0.4  0.575  
5.15  0.725  15.4  0.1  15.275  0.925  16.2  0.575  
19.45  0.05  7.625  0.325  8.25  0.625  9.65  0.325  
3.25  0.15  18.025  0.425  3.6  0.725  14.675  0.65  
7.95  0  9.5  0.05  19.85  0.9  10.1  0.5  
19.275  0.125  15.475  0.275  0.075  0.725  2.875  0.95  
16.45  0.075  8.925  0.675  9.65  0.925  8.45  0.65  
9.75  0.1  7.8  0.925  13  0.975  4.7  0.45  
5.15  0.275  14  0.275  9.525  0.675  5.75  0.575  
7.7  0.2  17.125  0.4  3.825  0.775  15.1  0.825  
16.025  0.875  18.375  0.6  11.075  0.4  19.575  0.05  
10.675  0.225  10.45  0.225  9.25  0.225  4.175  0.4  
15.075  0.25  8.325  0.6  6.675  0.025  7.05  0.375  
19.25  0.8  4.55  0.4  7.4  0.125  10.825  0.55  
11.35  0.425  14.7  0.625  9.675  0.05  7.95  0.75  
14.425  0.525  11.525  0.125  3.425  0.3  12.15  0.55  
12.85  0.8  10.525  0.325  7.3  0.1  16.4  0.375  
11.175  0.75  15.525  0.2  4.675  0.525  6.2  0.825  
19.125  1  14.875  0.275  5.85  0.25  12.725  0.425  
14.95  0.225  19.1  1  12.625  0.95  5.475  0.675  
14.2  0.075  9.7  0.075  5.8  0.85  17.325  0.7  
0.675  1  19.6  0.025  3.9  1  4.325  0.9  
14.3  0.05  5.175  0.875  7.45  0.375  2.325  0.8  
5.275  0.675  14.35  0.45  0.575  0.75  13.375  0.1  
7.65  0.575  14.475  0.825  12.3  0.175  2.3  0.2  
0.2  0.7  14.075  0.525  13.125  0.7  11.85  0.7  
14.525  0.9  9.525  0.225  8.65  0.575  11.675  0.025  
11.85  0.875  17.575  0.175  5.75  0.7  14.3  0.7  
4.25  0.525  4.225  0.7  11.475  0.65  3.925  0.55  
15.5  0.55  7.175  0.675  19.075  0.8  14.225  0.05  
19.075  1  9.8  0.2  15.6  0  5.05  0.175  
16.2  0.075  16.85  0.4  14.675  0.925  17.575  0.625  
3.275  0.475  7.55  0.1  16.975  0.65  14.025  0.1  
9.8  0.3  13.1  0.575  6.25  0.875  11.6  0.75  
12.125  0.775  10.75  0.65  6.55  0.325  6.975  0.075  
13  0.875  10.125  0.425  19.3  0.225  8.525  0.975  
17.9  0.975  10.875  0.125  19.05  1  19.275  0.625  
5.525  0.45  12.425  0.4  9  0.025  19.85  0.625  
5.725  0.05  9.15  0.5  10.8  0.45  9.1  0.225  
8.95  0.825  17.225  0.4  16.975  0.15  8.5  0.025  
2.8  0.4  19.175  0.05  15.65  0.825  11.9  0.225  
2.425  0.375  13.525  0.925  19.025  1  4.125  0.175  
16.375  0.2  9.3  0  16.8  0.575  6.35  0.825  
14.95  0.525  19  1  13.15  0.275  13.05  0.75  
7.675  0.45  1.15  0.7  4.475  0.575  17.075  0.55  
1.825  1  3.55  0.125  19.95  0.5  12.9  0.275  
11.25  0.1  3  0.15  8.775  0.6  5.725  0.925  
0.4  0.675  3.175  0.375  10.875  0.4  7.6  0.6  
13.975  0.15  6.55  0.8  0.4  0.85  11.05  0.15  
3.075  0.4  8.85  0.1  4.825  0.275  7.775  0.9  
7.625  0.5  16.675  0.7  4.875  0.85  18.35  0.65  
11.85  0.25  18.975  1  8.425  0.75  4.675  0.2  
2.6  0.125  8.55  0.225  2.2  0  10.125  0.975  
19.775  0.425  3.975  0.525  2.925  0.35  14.225  0.45  
14.825  0.4  14.775  0  2.325  0.85  17.675  0.375  
16.85  0.2  18.95  1  6.95  0.875  12.225  0.675  
3.475  0.4  18.925  1  6.75  0.9  15.375  0.525  
13.2  0.1  19.775  0.125  5.975  0.275  15  0.2  
8.875  0.575  5.375  0.775  18.275  0.325  14.525  0.175  
8.4  0.35  4.525  0.15  2.425  0.55  19.3  0.15  
13.725  0.375  18.9  1  11.075  0.55  3.275  0.1  
5.125  0.85  11.975  0.8  14.25  0.925  18.875  1  
0.4  0.8  8.9  0.35  15.7  0.675  4.425  0.025  
15.9  0.4  4.325  0.225  19.725  0.875  18.15  0.65  
11.975  0.85  19.8  0.375  2.1  0.775  9.25  0.625  
10.825  0.7  14.725  0.9  1.7  0.725  12.6  0.95  
4.325  0.55  10.25  0.8  7.025  0.65  2.075  0.5  
13.525  1  11.225  0.4  12.45  0.275  8.725  0.15  
19.125  0.15  6.5  0.075  8.625  0.475  15.475  0.425  
2.35  0.4  17.9  0.875  4.15  0.925  19.4  0.675  
18.475  0.7  0.55  0.775  19.575  0.7  14  0.025  
9.75  0.425  18.85  1  6.3  0.6  14.425  0.25  
17.575  0.425  12.25  0.45  6.4  0.85  8.2  1  
16.1  0.075  18.825  1  10  0.625  0.15  0.95  
7.35  0.775  18.8  1  7.05  0.875  0.575  0.675  
6.65  0.525  18.775  1  6.275  0.45  4.4  0.425  
19.9  0.55  14.775  0.375  1  0.625  8.075  0.3  
17.1  0.15  7.75  0.525  11.45  0.2  9.775  0.15  
16.95  0.7  2.6  0.9  3.05  0.825  11.925  0.5  
2.725  0.1  4.15  0.85  13.075  0.45  17.025  1  
13.275  0.775  2.275  0.325  8.275  0.9  3.85  0.575  
16.425  0.225  6.2  0.525  14.025  0.15  5.8  0.3  
2.65  0.2  16.325  0.25  7.525  0.6  6.525  0.75  
0.35  0.95  1.825  0.9  11.8  0.475  19.775  0.1  
3.425  0  18.25  0.125  8.125  0.5  15.325  0.15  
8.325  0.85  10.125  0.775  12.2  0.15  19.15  0.4  
2.425  0.25  13.15  0.075  9.375  0.7  5.4  1  
19.325  0.5  7.825  0.775  18.7  0.125  18.75  1  
10.325  0.625  10.25  0.4  2.175  0.325  12.75  0.825  
14.475  0  3.35  0.1  18.725  1  6.85  0.9  
8.15  0.8  18.7  1  10.25  0.925  17.725  0.225  
1.05  0.9  12.4  0.025  3.475  0.375  13.075  0.925  
10.425  0.925  5.85  0.425  16.625  0.275  5.3  0.775  
13.575  0.925  4.875  0.7  15.225  0.525  12.325  0.75  
9.45  0  18.675  1  5.55  0.175  18.65  1  
12.5  0.625  15.2  0.7  18.625  1  5.7  0.175  
15.65  0.45  18.55  0.4  16.525  0.225  8.075  0  
0.375  0.775  6.725  0.425  13.425  0.925  6.7  0.9  
16.475  0.425  16.175  0.35  15.95  0.725  3.325  0  
11.45  0.05  18.275  0.2  2.35  0.1  16.225  0.9  
18.425  0.95  14.8  0.7  9.25  0.5  16.275  0.075  
4.9  0.6  7.75  0.175  12.05  0.85  2.175  0.35  
18.725  0.5  8.25  0.55  4.65  0.35  7.1  0.325  
17.025  0.25  12.325  1  18.025  0.5  14.4  0.2  
9.9  0.375  12  0.7  5.725  0.6  5.8  0.475  
6.35  0.725  14.15  0.4  2.275  0.875  6.175  0.125  
5.6  0.825  11.35  0.5  13.925  0.825  18.25  0.925  
17.55  0.6  18.5  0.2  0.75  0.55  11.95  0.375  
7.075  0.525  6.2  0  12.875  0.7  19.775  0.35  
6.95  0.35  11.2  0.375  18.6  1  2.925  0.625  
12.775  0.225  5.05  0.625  19.575  0.2  18.575  0.425  
2.675  0.875  17.675  0.125  13.925  0.475  13.75  1  
12.175  0.2  1.4  0.8  1.525  0.625  12.625  0.6  
18.85  0.75  4.425  0.15  18.425  0.125  12.775  0.025  
18.2  0  11.45  0.35  4.375  0.675  11.025  0.025  
13.35  0.175  13.5  0.35  17.95  0.8  17.85  0.25  
14.2  0.55  18.2  0.15  7.95  0.575  1.575  0.9  
17.125  0.125  3.1  0.6  19.25  0.475  9.2  0.075  
0.4  0.875  13.475  0.125  13.825  0.65  17.45  0.9  
14.15  0.175  13.55  0.975  19.95  0.125  18.575  1  
17.75  0.75  2.4  0.125  11.85  0.95  16.45  0.7  
13  0.45  3.925  0.9  5.75  0.875  4.575  0.475  
5.875  0.725  7.65  0.025  17.7  0.275  17.425  0.7  
11.575  0.625  14.525  0.05  4.225  0.125  4.725  0.8  
10.1  0.175  18.75  0.775  12.6  0.25  9.55  1  
7.325  0.8  14.25  0.525  17.25  0.5  16.375  0.85  
12.125  0.425  12.225  0.95  14.325  0  15.85  0.875  
8.775  0.5  10.75  0.325  11.175  0.175  19  0.225  
12.475  0  9.625  0  10.525  0.975  17.175  1  
16.25  0.375  18.55  1  18.525  1  3.05  0.25  
19.675  0.125  3.05  0.475  12.175  0.05  15.125  0.375  
5.7  0.625  1.825  0.6  0.075  0.95  19.1  0.15  
14.375  0.675  9.875  0.35  18.45  0.4  0.525  0.65  
5.4  0.75  8.15  0.25  4.525  0.675  8.175  0.3  
8.725  0.9  3.425  0.2  4.15  0.35  7.325  0.775  
3  0.275  5.425  0.55  18.5  1  19.55  0.6  
14.825  0.25  15.525  0.65  6.5  0.975  12.5  0.475  
4.15  0.475  1.625  0.55  18.475  1  11.65  0.825  
19.375  0.475  7.125  0.375  12.925  0.175  2.35  0.45  
17.825  0.2  9.85  0.1  5.3  0.1  0.35  0.825  
15.15  0.2  19.975  0.325  2.125  0.525  4.775  0.15  
18.45  1  9.45  0.425  9.9  0.425  17.775  0.525  
2.675  0.125  6.575  0.125  12.45  0.025  16.7  0  
15.6  0.2  17.6  0.5  16.625  0.225  18.425  1  
10.875  0.775  18.15  0.275  3.875  0.2  5.35  0.85  
15.275  0.325  2.775  0.2  2.4  0.1  14.425  0.725  
6.5  1  10.65  0.2  16.45  0.175  2.275  0.425  
15.625  0.425  11.425  0.025  16.9  0.2  6.875  0.725  
11.825  0.175  5.025  0.825  4.225  1  11.525  0.225  
4.225  0.05  17.025  0.875  2.475  0.775  13.925  0.1  
8.225  0.125  12.325  0.875  5  0.175  15.25  0.975  
10.375  0.85  1.325  0.5  7.725  0.25  19.55  0.275  
6.375  0  15.05  0.225  11.15  0.325  6.675  0.65  
18.15  0.5  17.675  0.55  18.4  1  4.55  0.225  
5.55  0.6  18.375  1  19.425  0.15  15.3  0.35  
9  0.775  15.725  0  10.275  0.625  7.725  0.225  
18.35  1  14.15  0.8  8.4  0  18.325  1  
14.95  0.65  10.2  0.175  7.25  1  18.3  1  
10.025  0.95  15.05  0.95  18.275  1  7.375  0.75  
9.9  0.9  14.675  0.875  15.575  0.125  14.975  0.3  
11.525  0.725  17.225  0.9  14  0.4  12.425  0.225  
2.125  0.925  5.55  0.3  10.275  0.725  18.425  0.4  
12.825  0.525  7.525  0.35  14.2  0.025  6.975  0.25  
13.575  0  11.925  0.525  9.1  0.725  18.2  0.75  
17.075  0.375  17.775  0.75  16.35  0.9  6.575  0.85  
3.95  0.375  5.1  0.825  8  0.55  9.8  0.7  
14.775  0.625  11.85  0.175  7.3  0.575  7.775  0.6  
0.05  0.7  0.15  1  9.975  0.975  19.1  0.225  
14.6  0.025  11.15  0.725  11.375  0.975  8.375  0.625  
11.275  0.95  3.175  0.525  12.375  0.175  6.125  0.1  
18.9  0.25  17.725  0.125  15.925  0.05  16.175  0.525  
6.75  0.675  2.6  0.65  3.4  0.925  3.15  0.175  
15.55  0.8  13.325  0.25  8.125  0.275  8.225  0.275  
13.35  0.35  9  0.8  18.375  0.75  14.7  0.825  
7.675  0  12.125  0.2  3.7  0.4  14.175  0  
12.725  0.375  3.7  0.45  9.675  0.5  4.55  0.85  
18.875  0  17.4  0.1  13.5  0.325  6.7  0.65  
4.7  0.575  14.1  0.85  17.125  0.5  2.55  0.1  
6.5  0.05  13.9  0.55  18.025  0.925  13.925  0.325  
18.55  0.625  13.025  0.35  13.85  0.9  18.6  0.025  
16.55  0.225  15.1  0.4  6.175  0.625  17.35  0.975  
19.4  0.775  0.625  0.75  10.575  0.325  13.95  0.725  
0.875  0.675  7.45  0.425  2.2  0.675  16.075  0.975  
5.175  0.7  3.675  0.675  14.425  0.475  1.4  0.825  
19.175  0.2  10.55  0.8  2.2  0.775  9.15  1  
9.25  0.45  3.7  0.525  5.125  0.275  12.65  0.5  
10.8  0.2  17.85  0.7  8.425  0.225  16.075  0.825  
15.125  0.2  3.55  0.975  13.15  0.7  1.125  0.875  
2.75  0.025  3.7  0.975  6.25  0.15  10.975  0.1  
10.675  0.8  17.1  0.275  5.625  0.975  11.925  0.225  
7.025  0.225  15.6  0.7  12.55  0.375  15.75  0.9  
19.525  0.575  14.45  0.975  17.875  0.6  8.2  0.5  
4.9  0.325  8.2  0.225  2.1  0.425  12.225  0  
19.15  0  13.8  0.875  12.725  1  16.45  0.725  
14.025  0.725  8.5  0.8  15.925  0.25  14.45  0.6  
17.925  0.875  13.45  1  11.175  1  12.95  0.5  
6.075  0.75  15.575  0.8  15.3  0.25  2.1  1  
1.175  0.85  17.6  0.2  0.675  0.95  2.375  0.975  
12.525  0.175  18.125  0.925  6.025  0.525  11.825  0.15  
9.175  0.4  5.05  0.775  17.25  0.85  2.325  0.525  
11.025  0.1  18  1  10.425  0.225  19.425  0.325  
12.85  0.6  2.55  0.325  5.075  1  18.875  0.05  
4.5  0  11.9  0.95  8.275  0.125  10.35  0.35  
6.9  0.6  15.95  1  8.6  0.2  10.425  0.5  
11.95  0.275  3.425  0.1  4.875  0.35  18.55  0.275  
2.975  0.525  4.6  0.85  13.9  0.6  2.725  0.425  
13  0.075  15.675  0.15  9.7  0.875  7.325  0.825  
5.625  0.9  16.5  0  7.175  0.7  3.9  0.025  
4.075  0.75  15.6  0.35  8.55  0.525  5.35  0.95  
18.95  0.425  19.925  0.075  3  0.25  2.45  0.675  
17.875  0.2  13.8  0.525  9.65  0  10.15  0.125  
10.075  0.5  18.525  0.225  6.8  0.05  13.9  0.7  
9.275  0.1  14.025  1  19.525  0.125  5.3  0.125  
2.025  0.175  3.55  0.075  2.75  0.875  13.05  0.4  
10.375  0.725  12.425  0  9.75  0.4  13.075  0  
17.125  0.625  19.7  0.95  10.125  0.75  3.425  0.9  
8.975  0.25  17.925  1  17.8  0.95  2.025  0.275  
9.35  0.7  0.425  0.6  16.575  0.7  6.05  0.15  
17.975  0.675  17.675  0.3  5.95  0.875  16.85  0.45  
4.3  0.35  11.6  0.025  3.825  0.25  6.55  0.4  
13.25  0.55  0.725  0.875  18.975  0.875  15  0.775  
12  0.4  12.3  0.25  13.775  0.5  5.075  0.3  
8.75  0.925  3.875  0.075  12.25  0.375  19.55  0.85  
6  0.475  12.775  0.5  3.95  0.25  15.65  0.175  
2.7  0.8  8.125  0.05  18.425  0.775  13.05  0.25  
8.925  0.975  15.5  1  2.475  0.55  9.525  0.05  
8.525  0.65  15.05  0.875  8.05  0.875  4.45  0.35  
15  0.75  12  0.25  5.825  0.225  7.125  0.6  
6.125  0.325  0.15  0.6  7.05  0.525  19.65  0.125  
6.075  0.2  3.825  0.875  8.15  0.275  10.275  0.225  
5.95  0.6  16.15  0.75  15.85  0.15  12.8  0.4  
13.975  0.575  11.25  0.25  16.675  0.825  17.9  1  
18.7  0.25  12.4  0.625  10.875  0.3  7.175  0.575  
5.025  0.125  0.8  0.575  13.125  0.425  14  0.85  
10.075  0.65  5.4  0.875  19.15  0.7  7.625  0.675  
8.7  0.675  7.925  0.15  7.625  0.7  14.65  0.525  
15.2  0.85  0.65  0.65  8.25  0.6  14.55  0.8  
0.5  0.625  19.4  0.875  19.425  0.75  1.825  0.95  
6.9  0.175  16.475  0.05  1.225  0.775  14.325  0.35  
5.5  0.825  8.275  0.75  0.25  0.7  6.425  0.1  
16.125  0.65  18.1  0.65  6.2  0.225  16.1  0.15  
7.475  1  19.425  0.65  9.55  0.1  17.05  0.525  
17.325  0.925  11.025  0.5  17.45  0.175  7.25  0.3  
2.925  0.375  15.45  0.8  12.875  0.575  18.425  0.075  
0.225  0.6  4.825  0.45  10.025  0.55  17.825  0.85  
13.3  0.45  15.25  0.85  8.825  0.15  15.15  0.475  
11.225  1  17.25  0  19.525  0.825  3.5  0.3  
18.15  0.75  8.05  0.25  19.05  0.925  0.1  0.85  
4.125  0.2  15.8  0.45  12.825  0.4  10.025  0.625  
18.025  0.25  5.675  0.375  18.1  0  15.8  0.5  
9.825  0.925  1.7  0.525  12.775  0.475  7.275  0.675  
14.55  0.2  1.6  0.5  7.275  0.15  8.525  0.025  
12.95  0.7  17.075  0.675  5.2  0.075  3.45  0.375  
5.5  0.35  15.725  0.575  5.875  1  17.125  0.25  
10.7  0.875  19.825  0.4  7.6  0.425  18.7  0  
2.875  0.575  11.1  0.4  2.75  0.85  10.3  0.125  
